"NEGERI","year","week","No_of_dengue_case"
"PULAU PINANG",2010," 2",NA
"PERAK",2010," 2",NA
"SELANGOR",2010," 2",NA
"WPKL/PUTRAJAYA",2010," 2",NA
"N.SEMBILAN",2010," 2",NA
"MELAKA",2010," 2",NA
"JOHOR",2010," 2",NA
"PAHANG",2010," 2",NA
"TERENGGANU",2010," 2",NA
"KELANTAN",2010," 2",NA
"SARAWAK",2010," 2",NA
"SABAH",2010," 2",NA
"LABUAN",2010," 2",NA
"MALAYSIA",2010," 2","MISSING"
"PERLIS",2011," 2",NA
"KEDAH",2011," 2",NA
"PULAU PINANG",2011," 2",NA
"PERAK",2011," 2",NA
"SELANGOR",2011," 2",NA
"WPKL/PUTRAJAYA",2011," 2",NA
"N.SEMBILAN",2011," 2",NA
"MELAKA",2011," 2",NA
"JOHOR",2011," 2",NA
"PAHANG",2011," 2",NA
"TERENGGANU",2011," 2",NA
"KELANTAN",2011," 2",NA
"SARAWAK",2011," 2",NA
"SABAH",2011," 2",NA
"LABUAN",2011," 2",NA
"MALAYSIA",2011," 2","NO MORTALITY"
"PERLIS",2012," 2",NA
"KEDAH",2012," 2",NA
"PULAU PINANG",2012," 2",NA
"PERAK",2012," 2",NA
"SELANGOR",2012," 2","1"
"WPKL/PUTRAJAYA",2012," 2",NA
"N.SEMBILAN",2012," 2",NA
"MELAKA",2012," 2",NA
"JOHOR",2012," 2",NA
"PAHANG",2012," 2",NA
"TERENGGANU",2012," 2",NA
"KELANTAN",2012," 2",NA
"SARAWAK",2012," 2",NA
"SABAH",2012," 2",NA
"LABUAN",2012," 2",NA
"MALAYSIA",2012," 2","1"
"PERLIS",2013," 2",NA
"KEDAH",2013," 2",NA
"PULAU PINANG",2013," 2",NA
"PERAK",2013," 2",NA
"SELANGOR",2013," 2",NA
"WPKL/PUTRAJAYA",2013," 2",NA
"N.SEMBILAN",2013," 2",NA
"MELAKA",2013," 2",NA
"JOHOR",2013," 2","1"
"PAHANG",2013," 2",NA
"TERENGGANU",2013," 2",NA
"KELANTAN",2013," 2",NA
"SARAWAK",2013," 2",NA
"SABAH",2013," 2",NA
"LABUAN",2013," 2",NA
"MALAYSIA",2013," 2","1"
"PERLIS",2014," 2",NA
"KEDAH",2014," 2",NA
"PULAU PINANG",2014," 2",NA
"PERAK",2014," 2","2"
"SELANGOR",2014," 2",NA
"WPKL/PUTRAJAYA",2014," 2",NA
"N.SEMBILAN",2014," 2",NA
"MELAKA",2014," 2",NA
"JOHOR",2014," 2",NA
"PAHANG",2014," 2",NA
"TERENGGANU",2014," 2",NA
"KELANTAN",2014," 2",NA
"SARAWAK",2014," 2",NA
"SABAH",2014," 2",NA
"LABUAN",2014," 2",NA
"MALAYSIA",2014," 2","2"
"PERLIS",2015," 2",NA
"KEDAH",2015," 2",NA
"PULAU PINANG",2015," 2",NA
"PERAK",2015," 2","1"
"SELANGOR",2015," 2",NA
"WPKL/PUTRAJAYA",2015," 2",NA
"N.SEMBILAN",2015," 2",NA
"MELAKA",2015," 2","1"
"JOHOR",2015," 2",NA
"PAHANG",2015," 2",NA
"TERENGGANU",2015," 2",NA
"KELANTAN",2015," 2",NA
"SARAWAK",2015," 2","1"
"SABAH",2015," 2",NA
"LABUAN",2015," 2",NA
"MALAYSIA",2015," 2","3"
"PERLIS",2010," 3",NA
"KEDAH",2010," 3",NA
"PULAU PINANG",2010," 3",NA
"PERAK",2010," 3",NA
"SELANGOR",2010," 3",NA
"WPKL/PUTRAJAYA",2010," 3",NA
"N.SEMBILAN",2010," 3",NA
"MELAKA",2010," 3",NA
"JOHOR",2010," 3",NA
"PAHANG",2010," 3",NA
"TERENGGANU",2010," 3",NA
"KELANTAN",2010," 3",NA
"SARAWAK",2010," 3",NA
"SABAH",2010," 3",NA
"LABUAN",2010," 3",NA
"MALAYSIA",2010," 3","MISSING"
"PERLIS",2011," 3",NA
"KEDAH",2011," 3",NA
"PULAU PINANG",2011," 3",NA
"PERAK",2011," 3",NA
"SELANGOR",2011," 3",NA
"WPKL/PUTRAJAYA",2011," 3",NA
"N.SEMBILAN",2011," 3",NA
"MELAKA",2011," 3",NA
"JOHOR",2011," 3",NA
"PAHANG",2011," 3",NA
"TERENGGANU",2011," 3",NA
"KELANTAN",2011," 3",NA
"SARAWAK",2011," 3",NA
"SABAH",2011," 3",NA
"LABUAN",2011," 3",NA
"MALAYSIA",2011," 3","NO MORTALITY"
"PERLIS",2012," 3",NA
"KEDAH",2012," 3",NA
"PULAU PINANG",2012," 3",NA
"PERAK",2012," 3",NA
"SELANGOR",2012," 3",NA
"WPKL/PUTRAJAYA",2012," 3","1"
"N.SEMBILAN",2012," 3","1"
"MELAKA",2012," 3",NA
"JOHOR",2012," 3",NA
"PAHANG",2012," 3",NA
"TERENGGANU",2012," 3",NA
"KELANTAN",2012," 3",NA
"SARAWAK",2012," 3",NA
"SABAH",2012," 3",NA
"LABUAN",2012," 3",NA
"MALAYSIA",2012," 3","2"
"PERLIS",2013," 3",NA
"KEDAH",2013," 3",NA
"PULAU PINANG",2013," 3",NA
"PERAK",2013," 3",NA
"SELANGOR",2013," 3",NA
"WPKL/PUTRAJAYA",2013," 3",NA
"N.SEMBILAN",2013," 3",NA
"MELAKA",2013," 3",NA
"JOHOR",2013," 3",NA
"PAHANG",2013," 3",NA
"TERENGGANU",2013," 3",NA
"KELANTAN",2013," 3",NA
"SARAWAK",2013," 3","2"
"SABAH",2013," 3","1"
"LABUAN",2013," 3",NA
"MALAYSIA",2013," 3","3"
"PERLIS",2014," 3",NA
"KEDAH",2014," 3",NA
"PULAU PINANG",2014," 3","2"
"PERAK",2014," 3",NA
"SELANGOR",2014," 3",NA
"WPKL/PUTRAJAYA",2014," 3",NA
"N.SEMBILAN",2014," 3",NA
"MELAKA",2014," 3",NA
"JOHOR",2014," 3",NA
"PAHANG",2014," 3",NA
"TERENGGANU",2014," 3",NA
"KELANTAN",2014," 3",NA
"SARAWAK",2014," 3",NA
"SABAH",2014," 3",NA
"LABUAN",2014," 3",NA
"MALAYSIA",2014," 3","2"
"PERLIS",2015," 3",NA
"KEDAH",2015," 3",NA
"PULAU PINANG",2015," 3",NA
"PERAK",2015," 3","2"
"SELANGOR",2015," 3","6"
"WPKL/PUTRAJAYA",2015," 3","2"
"N.SEMBILAN",2015," 3",NA
"MELAKA",2015," 3",NA
"JOHOR",2015," 3","1"
"PAHANG",2015," 3",NA
"TERENGGANU",2015," 3",NA
"KELANTAN",2015," 3","1"
"SARAWAK",2015," 3",NA
"SABAH",2015," 3",NA
"LABUAN",2015," 3",NA
"MALAYSIA",2015," 3","12"
"PERLIS",2010," 4",NA
"KEDAH",2010," 4",NA
"PULAU PINANG",2010," 4",NA
"PERAK",2010," 4",NA
"SELANGOR",2010," 4",NA
"WPKL/PUTRAJAYA",2010," 4",NA
"N.SEMBILAN",2010," 4",NA
"MELAKA",2010," 4",NA
"JOHOR",2010," 4",NA
"PAHANG",2010," 4",NA
"TERENGGANU",2010," 4",NA
"KELANTAN",2010," 4",NA
"SARAWAK",2010," 4",NA
"SABAH",2010," 4",NA
"LABUAN",2010," 4",NA
"MALAYSIA",2010," 4","MISSING"
"PERLIS",2011," 4",NA
"KEDAH",2011," 4",NA
"PULAU PINANG",2011," 4",NA
"PERAK",2011," 4",NA
"SELANGOR",2011," 4","1"
"WPKL/PUTRAJAYA",2011," 4",NA
"N.SEMBILAN",2011," 4",NA
"MELAKA",2011," 4",NA
"JOHOR",2011," 4","1"
"PAHANG",2011," 4",NA
"TERENGGANU",2011," 4",NA
"KELANTAN",2011," 4",NA
"SARAWAK",2011," 4",NA
"SABAH",2011," 4",NA
"LABUAN",2011," 4",NA
"MALAYSIA",2011," 4","2"
"PERLIS",2012," 4",NA
"KEDAH",2012," 4",NA
"PULAU PINANG",2012," 4",NA
"PERAK",2012," 4",NA
"SELANGOR",2012," 4","1"
"WPKL/PUTRAJAYA",2012," 4","1"
"N.SEMBILAN",2012," 4",NA
"MELAKA",2012," 4",NA
"JOHOR",2012," 4",NA
"PAHANG",2012," 4",NA
"TERENGGANU",2012," 4",NA
"KELANTAN",2012," 4",NA
"SARAWAK",2012," 4",NA
"SABAH",2012," 4",NA
"LABUAN",2012," 4",NA
"MALAYSIA",2012," 4","2"
"PERLIS",2013," 4",NA
"KEDAH",2013," 4",NA
"PULAU PINANG",2013," 4",NA
"PERAK",2013," 4",NA
"SELANGOR",2013," 4",NA
"WPKL/PUTRAJAYA",2013," 4",NA
"N.SEMBILAN",2013," 4",NA
"MELAKA",2013," 4",NA
"JOHOR",2013," 4",NA
"PAHANG",2013," 4",NA
"TERENGGANU",2013," 4",NA
"KELANTAN",2013," 4",NA
"SARAWAK",2013," 4",NA
"SABAH",2013," 4",NA
"LABUAN",2013," 4",NA
"MALAYSIA",2013," 4","0"
"PERLIS",2014," 4",NA
"KEDAH",2014," 4",NA
"PULAU PINANG",2014," 4",NA
"PERAK",2014," 4",NA
"SELANGOR",2014," 4","1"
"WPKL/PUTRAJAYA",2014," 4",NA
"N.SEMBILAN",2014," 4",NA
"MELAKA",2014," 4",NA
"JOHOR",2014," 4","1"
"PAHANG",2014," 4",NA
"TERENGGANU",2014," 4",NA
"KELANTAN",2014," 4",NA
"SARAWAK",2014," 4",NA
"SABAH",2014," 4",NA
"LABUAN",2014," 4",NA
"MALAYSIA",2014," 4","2"
"PERLIS",2015," 4",NA
"KEDAH",2015," 4",NA
"PULAU PINANG",2015," 4",NA
"PERAK",2015," 4",NA
"SELANGOR",2015," 4","10"
"WPKL/PUTRAJAYA",2015," 4","3"
"N.SEMBILAN",2015," 4","1"
"MELAKA",2015," 4",NA
"JOHOR",2015," 4",NA
"PAHANG",2015," 4","1"
"TERENGGANU",2015," 4",NA
"KELANTAN",2015," 4",NA
"SARAWAK",2015," 4",NA
"SABAH",2015," 4","1"
"LABUAN",2015," 4",NA
"MALAYSIA",2015," 4","16"
"PERLIS",2010," 5",NA
"KEDAH",2010," 5",NA
"PULAU PINANG",2010," 5",NA
"PERAK",2010," 5",NA
"SELANGOR",2010," 5",NA
"WPKL/PUTRAJAYA",2010," 5",NA
"N.SEMBILAN",2010," 5",NA
"MELAKA",2010," 5",NA
"JOHOR",2010," 5",NA
"PAHANG",2010," 5",NA
"TERENGGANU",2010," 5",NA
"KELANTAN",2010," 5",NA
"SARAWAK",2010," 5",NA
"SABAH",2010," 5",NA
"LABUAN",2010," 5",NA
"MALAYSIA",2010," 5","MISSING"
"PERLIS",2011," 5",NA
"KEDAH",2011," 5",NA
"PULAU PINANG",2011," 5",NA
"PERAK",2011," 5",NA
"SELANGOR",2011," 5",NA
"WPKL/PUTRAJAYA",2011," 5",NA
"N.SEMBILAN",2011," 5",NA
"MELAKA",2011," 5",NA
"JOHOR",2011," 5","1"
"PAHANG",2011," 5","1"
"TERENGGANU",2011," 5",NA
"KELANTAN",2011," 5",NA
"SARAWAK",2011," 5",NA
"SABAH",2011," 5",NA
"LABUAN",2011," 5",NA
"MALAYSIA",2011," 5","2"
"PERLIS",2012," 5",NA
"KEDAH",2012," 5",NA
"PULAU PINANG",2012," 5",NA
"PERAK",2012," 5",NA
"SELANGOR",2012," 5","2"
"WPKL/PUTRAJAYA",2012," 5","1"
"N.SEMBILAN",2012," 5",NA
"MELAKA",2012," 5",NA
"JOHOR",2012," 5",NA
"PAHANG",2012," 5",NA
"TERENGGANU",2012," 5",NA
"KELANTAN",2012," 5",NA
"SARAWAK",2012," 5",NA
"SABAH",2012," 5","1"
"LABUAN",2012," 5",NA
"MALAYSIA",2012," 5","4"
"PERLIS",2013," 5",NA
"KEDAH",2013," 5",NA
"PULAU PINANG",2013," 5",NA
"PERAK",2013," 5",NA
"SELANGOR",2013," 5",NA
"WPKL/PUTRAJAYA",2013," 5",NA
"N.SEMBILAN",2013," 5",NA
"MELAKA",2013," 5",NA
"JOHOR",2013," 5",NA
"PAHANG",2013," 5",NA
"TERENGGANU",2013," 5",NA
"KELANTAN",2013," 5",NA
"SARAWAK",2013," 5",NA
"SABAH",2013," 5",NA
"LABUAN",2013," 5",NA
"MALAYSIA",2013," 5","0"
"PERLIS",2014," 5",NA
"KEDAH",2014," 5",NA
"PULAU PINANG",2014," 5",NA
"PERAK",2014," 5",NA
"SELANGOR",2014," 5",NA
"WPKL/PUTRAJAYA",2014," 5",NA
"N.SEMBILAN",2014," 5",NA
"MELAKA",2014," 5",NA
"JOHOR",2014," 5",NA
"PAHANG",2014," 5",NA
"TERENGGANU",2014," 5",NA
"KELANTAN",2014," 5",NA
"SARAWAK",2014," 5",NA
"SABAH",2014," 5",NA
"LABUAN",2014," 5",NA
"MALAYSIA",2014," 5","MISSING"
"PERLIS",2015," 5",NA
"KEDAH",2015," 5",NA
"PULAU PINANG",2015," 5",NA
"PERAK",2015," 5","1"
"SELANGOR",2015," 5","5"
"WPKL/PUTRAJAYA",2015," 5",NA
"N.SEMBILAN",2015," 5","2"
"MELAKA",2015," 5",NA
"JOHOR",2015," 5",NA
"PAHANG",2015," 5",NA
"TERENGGANU",2015," 5",NA
"KELANTAN",2015," 5",NA
"SARAWAK",2015," 5",NA
"SABAH",2015," 5",NA
"LABUAN",2015," 5",NA
"MALAYSIA",2015," 5","8"
"PERLIS",2010," 6",NA
"KEDAH",2010," 6",NA
"PULAU PINANG",2010," 6",NA
"PERAK",2010," 6",NA
"SELANGOR",2010," 6",NA
"WPKL/PUTRAJAYA",2010," 6",NA
"N.SEMBILAN",2010," 6",NA
"MELAKA",2010," 6",NA
"JOHOR",2010," 6",NA
"PAHANG",2010," 6",NA
"TERENGGANU",2010," 6",NA
"KELANTAN",2010," 6",NA
"SARAWAK",2010," 6",NA
"SABAH",2010," 6",NA
"LABUAN",2010," 6",NA
"MALAYSIA",2010," 6","MISSING"
"PERLIS",2011," 6",NA
"KEDAH",2011," 6",NA
"PULAU PINANG",2011," 6",NA
"PERAK",2011," 6",NA
"SELANGOR",2011," 6",NA
"WPKL/PUTRAJAYA",2011," 6",NA
"N.SEMBILAN",2011," 6",NA
"MELAKA",2011," 6",NA
"JOHOR",2011," 6","1"
"PAHANG",2011," 6",NA
"TERENGGANU",2011," 6",NA
"KELANTAN",2011," 6",NA
"SARAWAK",2011," 6",NA
"SABAH",2011," 6",NA
"LABUAN",2011," 6",NA
"MALAYSIA",2011," 6","1"
"PERLIS",2012," 6",NA
"KEDAH",2012," 6",NA
"PULAU PINANG",2012," 6",NA
"PERAK",2012," 6",NA
"SELANGOR",2012," 6","1"
"WPKL/PUTRAJAYA",2012," 6",NA
"N.SEMBILAN",2012," 6",NA
"MELAKA",2012," 6",NA
"JOHOR",2012," 6",NA
"PAHANG",2012," 6",NA
"TERENGGANU",2012," 6",NA
"KELANTAN",2012," 6",NA
"SARAWAK",2012," 6",NA
"SABAH",2012," 6",NA
"LABUAN",2012," 6",NA
"MALAYSIA",2012," 6","1"
"PERLIS",2013," 6",NA
"KEDAH",2013," 6",NA
"PULAU PINANG",2013," 6",NA
"PERAK",2013," 6",NA
"SELANGOR",2013," 6",NA
"WPKL/PUTRAJAYA",2013," 6","1"
"N.SEMBILAN",2013," 6",NA
"MELAKA",2013," 6",NA
"JOHOR",2013," 6","2"
"PAHANG",2013," 6",NA
"TERENGGANU",2013," 6",NA
"KELANTAN",2013," 6",NA
"SARAWAK",2013," 6",NA
"SABAH",2013," 6",NA
"LABUAN",2013," 6",NA
"MALAYSIA",2013," 6","3"
"PERLIS",2014," 6",NA
"KEDAH",2014," 6",NA
"PULAU PINANG",2014," 6",NA
"PERAK",2014," 6",NA
"SELANGOR",2014," 6","1"
"WPKL/PUTRAJAYA",2014," 6",NA
"N.SEMBILAN",2014," 6",NA
"MELAKA",2014," 6",NA
"JOHOR",2014," 6","1"
"PAHANG",2014," 6",NA
"TERENGGANU",2014," 6",NA
"KELANTAN",2014," 6",NA
"SARAWAK",2014," 6",NA
"SABAH",2014," 6",NA
"LABUAN",2014," 6",NA
"MALAYSIA",2014," 6","2"
"PERLIS",2015," 6",NA
"KEDAH",2015," 6",NA
"PULAU PINANG",2015," 6",NA
"PERAK",2015," 6",NA
"SELANGOR",2015," 6","5"
"WPKL/PUTRAJAYA",2015," 6","1"
"N.SEMBILAN",2015," 6",NA
"MELAKA",2015," 6",NA
"JOHOR",2015," 6",NA
"PAHANG",2015," 6","1"
"TERENGGANU",2015," 6",NA
"KELANTAN",2015," 6",NA
"SARAWAK",2015," 6",NA
"SABAH",2015," 6","1"
"LABUAN",2015," 6",NA
"MALAYSIA",2015," 6","8"
"PERLIS",2010," 7",NA
"KEDAH",2010," 7",NA
"PULAU PINANG",2010," 7",NA
"PERAK",2010," 7",NA
"SELANGOR",2010," 7",NA
"WPKL/PUTRAJAYA",2010," 7",NA
"N.SEMBILAN",2010," 7",NA
"MELAKA",2010," 7",NA
"JOHOR",2010," 7",NA
"PAHANG",2010," 7",NA
"TERENGGANU",2010," 7",NA
"KELANTAN",2010," 7",NA
"SARAWAK",2010," 7",NA
"SABAH",2010," 7",NA
"LABUAN",2010," 7",NA
"MALAYSIA",2010," 7","MISSING"
"PERLIS",2011," 7",NA
"KEDAH",2011," 7",NA
"PULAU PINANG",2011," 7",NA
"PERAK",2011," 7",NA
"SELANGOR",2011," 7",NA
"WPKL/PUTRAJAYA",2011," 7",NA
"N.SEMBILAN",2011," 7",NA
"MELAKA",2011," 7",NA
"JOHOR",2011," 7",NA
"PAHANG",2011," 7",NA
"TERENGGANU",2011," 7",NA
"KELANTAN",2011," 7",NA
"SARAWAK",2011," 7",NA
"SABAH",2011," 7",NA
"LABUAN",2011," 7",NA
"MALAYSIA",2011," 7","NO MORTALITY"
"PERLIS",2012," 7",NA
"KEDAH",2012," 7",NA
"PULAU PINANG",2012," 7",NA
"PERAK",2012," 7",NA
"SELANGOR",2012," 7","1"
"WPKL/PUTRAJAYA",2012," 7",NA
"N.SEMBILAN",2012," 7",NA
"MELAKA",2012," 7",NA
"JOHOR",2012," 7",NA
"PAHANG",2012," 7",NA
"TERENGGANU",2012," 7",NA
"KELANTAN",2012," 7",NA
"SARAWAK",2012," 7",NA
"SABAH",2012," 7",NA
"LABUAN",2012," 7",NA
"MALAYSIA",2012," 7","1"
"PERLIS",2013," 7",NA
"KEDAH",2013," 7",NA
"PULAU PINANG",2013," 7",NA
"PERAK",2013," 7",NA
"SELANGOR",2013," 7",NA
"WPKL/PUTRAJAYA",2013," 7",NA
"N.SEMBILAN",2013," 7",NA
"MELAKA",2013," 7",NA
"JOHOR",2013," 7",NA
"PAHANG",2013," 7",NA
"TERENGGANU",2013," 7",NA
"KELANTAN",2013," 7",NA
"SARAWAK",2013," 7",NA
"SABAH",2013," 7",NA
"LABUAN",2013," 7",NA
"MALAYSIA",2013," 7","0"
"PERLIS",2014," 7",NA
"KEDAH",2014," 7",NA
"PULAU PINANG",2014," 7",NA
"PERAK",2014," 7",NA
"SELANGOR",2014," 7","3"
"WPKL/PUTRAJAYA",2014," 7",NA
"N.SEMBILAN",2014," 7",NA
"MELAKA",2014," 7",NA
"JOHOR",2014," 7","2"
"PAHANG",2014," 7",NA
"TERENGGANU",2014," 7",NA
"KELANTAN",2014," 7","1"
"SARAWAK",2014," 7",NA
"SABAH",2014," 7",NA
"LABUAN",2014," 7",NA
"MALAYSIA",2014," 7","6"
"PERLIS",2015," 7",NA
"KEDAH",2015," 7",NA
"PULAU PINANG",2015," 7",NA
"PERAK",2015," 7",NA
"SELANGOR",2015," 7","1"
"WPKL/PUTRAJAYA",2015," 7",NA
"N.SEMBILAN",2015," 7",NA
"MELAKA",2015," 7",NA
"JOHOR",2015," 7",NA
"PAHANG",2015," 7",NA
"TERENGGANU",2015," 7","1"
"KELANTAN",2015," 7",NA
"SARAWAK",2015," 7",NA
"SABAH",2015," 7",NA
"LABUAN",2015," 7",NA
"MALAYSIA",2015," 7","2"
"PERLIS",2010," 8",NA
"KEDAH",2010," 8",NA
"PULAU PINANG",2010," 8",NA
"PERAK",2010," 8",NA
"SELANGOR",2010," 8","3"
"WPKL/PUTRAJAYA",2010," 8","1"
"N.SEMBILAN",2010," 8","1"
"MELAKA",2010," 8",NA
"JOHOR",2010," 8",NA
"PAHANG",2010," 8",NA
"TERENGGANU",2010," 8",NA
"KELANTAN",2010," 8",NA
"SARAWAK",2010," 8","1"
"SABAH",2010," 8",NA
"LABUAN",2010," 8",NA
"MALAYSIA",2010," 8","6"
"PERLIS",2011," 8",NA
"KEDAH",2011," 8",NA
"PULAU PINANG",2011," 8",NA
"PERAK",2011," 8",NA
"SELANGOR",2011," 8",NA
"WPKL/PUTRAJAYA",2011," 8",NA
"N.SEMBILAN",2011," 8",NA
"MELAKA",2011," 8",NA
"JOHOR",2011," 8","1"
"PAHANG",2011," 8",NA
"TERENGGANU",2011," 8",NA
"KELANTAN",2011," 8",NA
"SARAWAK",2011," 8",NA
"SABAH",2011," 8",NA
"LABUAN",2011," 8",NA
"MALAYSIA",2011," 8","1"
"PERLIS",2012," 8",NA
"KEDAH",2012," 8",NA
"PULAU PINANG",2012," 8",NA
"PERAK",2012," 8","1"
"SELANGOR",2012," 8","1"
"WPKL/PUTRAJAYA",2012," 8",NA
"N.SEMBILAN",2012," 8",NA
"MELAKA",2012," 8",NA
"JOHOR",2012," 8",NA
"PAHANG",2012," 8",NA
"TERENGGANU",2012," 8",NA
"KELANTAN",2012," 8",NA
"SARAWAK",2012," 8",NA
"SABAH",2012," 8",NA
"LABUAN",2012," 8",NA
"MALAYSIA",2012," 8","2"
"PERLIS",2013," 8",NA
"KEDAH",2013," 8",NA
"PULAU PINANG",2013," 8",NA
"PERAK",2013," 8",NA
"SELANGOR",2013," 8",NA
"WPKL/PUTRAJAYA",2013," 8",NA
"N.SEMBILAN",2013," 8",NA
"MELAKA",2013," 8",NA
"JOHOR",2013," 8",NA
"PAHANG",2013," 8",NA
"TERENGGANU",2013," 8",NA
"KELANTAN",2013," 8",NA
"SARAWAK",2013," 8",NA
"SABAH",2013," 8",NA
"LABUAN",2013," 8",NA
"MALAYSIA",2013," 8","0"
"PERLIS",2014," 8",NA
"KEDAH",2014," 8",NA
"PULAU PINANG",2014," 8","1"
"PERAK",2014," 8",NA
"SELANGOR",2014," 8","2"
"WPKL/PUTRAJAYA",2014," 8","1"
"N.SEMBILAN",2014," 8",NA
"MELAKA",2014," 8",NA
"JOHOR",2014," 8",NA
"PAHANG",2014," 8",NA
"TERENGGANU",2014," 8",NA
"KELANTAN",2014," 8",NA
"SARAWAK",2014," 8",NA
"SABAH",2014," 8",NA
"LABUAN",2014," 8",NA
"MALAYSIA",2014," 8","4"
"PERLIS",2015," 8",NA
"KEDAH",2015," 8",NA
"PULAU PINANG",2015," 8",NA
"PERAK",2015," 8",NA
"SELANGOR",2015," 8",NA
"WPKL/PUTRAJAYA",2015," 8",NA
"N.SEMBILAN",2015," 8",NA
"MELAKA",2015," 8",NA
"JOHOR",2015," 8",NA
"PAHANG",2015," 8",NA
"TERENGGANU",2015," 8",NA
"KELANTAN",2015," 8",NA
"SARAWAK",2015," 8",NA
"SABAH",2015," 8",NA
"LABUAN",2015," 8",NA
"MALAYSIA",2015," 8","0"
"PERLIS",2010," 9",NA
"KEDAH",2010," 9",NA
"PULAU PINANG",2010," 9",NA
"PERAK",2010," 9",NA
"SELANGOR",2010," 9","2"
"WPKL/PUTRAJAYA",2010," 9",NA
"N.SEMBILAN",2010," 9",NA
"MELAKA",2010," 9",NA
"JOHOR",2010," 9","1"
"PAHANG",2010," 9",NA
"TERENGGANU",2010," 9",NA
"KELANTAN",2010," 9",NA
"SARAWAK",2010," 9",NA
"SABAH",2010," 9",NA
"LABUAN",2010," 9",NA
"MALAYSIA",2010," 9","3"
"PERLIS",2011," 9",NA
"KEDAH",2011," 9",NA
"PULAU PINANG",2011," 9","1"
"PERAK",2011," 9",NA
"SELANGOR",2011," 9",NA
"WPKL/PUTRAJAYA",2011," 9",NA
"N.SEMBILAN",2011," 9",NA
"MELAKA",2011," 9",NA
"JOHOR",2011," 9",NA
"PAHANG",2011," 9",NA
"TERENGGANU",2011," 9",NA
"KELANTAN",2011," 9",NA
"SARAWAK",2011," 9",NA
"SABAH",2011," 9",NA
"LABUAN",2011," 9",NA
"MALAYSIA",2011," 9","1"
"PERLIS",2012," 9",NA
"KEDAH",2012," 9","1"
"PULAU PINANG",2012," 9","1"
